default,conta_corrente,prazo_emprestimo_meses,historico_credito,proposito_emprestimo,valor_emprestimo,reserva_cc,tempo_emprego_atual,taxa_comp_salario,sexo_est_civil,outros_fiadores,anos_residencia_atual,propriedade,idade,outros_planos_financiamento,tipo_residencia,n_creditos_banco,status_emprego,n_dependentes,telefone,trabalhador_estrangeiro
0,< 0 DM,18,5,1,1940,2,,3,1,co-applicant,4,3,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,36,2,1,3595,2,,4,1,none,2,4,28,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,9,2,4,1422,2,,3,1,none,2,3,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,30,1,1,6742,1,,2,1,none,3,2,36,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,2,5,7814,2,,3,1,none,3,4,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,5,9277,1,,2,3,none,4,3,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,30,1,4,2181,1,,4,1,none,4,1,36,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,1,1,1098,2,,4,2,none,4,4,65,none,own,2,unemployed/ unskilled - non-resident,1,none,yes
1,0 <= ... < 200 DM,24,2,3,4057,2,,3,3,none,3,4,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,2,2,795,2,,4,2,none,4,2,53,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,24,1,6,2825,1,,4,1,none,3,3,34,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,48,2,6,15672,2,,2,1,none,2,4,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,36,1,4,6614,2,,4,1,none,4,4,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,28,5,5,7824,1,,3,1,guarantor,4,1,40,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,< 0 DM,27,1,6,2442,2,,4,1,none,4,4,43,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,no checking account,15,1,1,1829,2,,4,1,none,4,4,46,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,1,4,2171,2,,4,1,none,4,2,38,bank,own,2,unskilled - resident,1,none,no
0,0 <= ... < 200 DM,36,1,5,5800,2,,3,1,none,4,4,34,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,18,1,1,1169,1,,4,1,none,3,2,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,36,3,5,8947,1,,3,1,none,2,4,31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,< 0 DM,21,2,1,2606,2,,4,2,none,4,2,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,12,1,3,1592,5,,3,2,none,2,2,35,none,own,1,skilled employee / official,1,none,no
0,no checking account,15,2,3,2186,1,,1,2,none,4,1,33,bank,rent,1,unskilled - resident,1,none,yes
1,< 0 DM,18,2,3,4153,2,,2,1,co-applicant,3,4,42,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,16,1,4,2625,2,,2,1,guarantor,4,2,43,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,20,1,4,3485,1,,2,3,none,4,1,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,36,1,5,10477,1,,2,1,none,4,3,42,none,for free,2,skilled employee / official,1,none,yes
0,no checking account,15,2,1,1386,1,,4,4,none,2,1,40,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,1,1278,2,,4,1,none,1,1,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,2,1,1107,2,,2,1,none,2,1,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,< 0 DM,21,2,4,3763,1,,2,1,co-applicant,2,1,24,none,own,1,unskilled - resident,1,none,no
0,0 <= ... < 200 DM,36,2,2,3711,1,,2,4,none,2,4,27,none,own,1,skilled employee / official,1,none,yes
0,no checking account,15,3,5,3594,2,,1,2,none,2,2,46,none,own,2,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,9,2,4,3195,1,,1,2,none,2,1,33,none,own,1,unskilled - resident,1,none,yes
0,no checking account,36,3,1,4454,2,,4,2,none,4,1,34,none,own,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,1,3,4736,2,,2,2,none,4,4,25,bank,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,30,2,1,2991,1,,2,2,none,4,4,25,none,own,1,skilled employee / official,1,none,yes
0,no checking account,11,2,6,2142,5,,1,3,none,2,1,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,5,6,3161,2,,4,1,none,2,2,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,48,4,9,18424,2,,1,2,none,2,2,32,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",no
0,no checking account,10,2,5,2848,3,,1,1,co-applicant,2,1,32,none,own,1,skilled employee / official,2,none,yes
1,< 0 DM,6,2,4,14896,2,,1,1,none,4,3,68,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,2,3,2359,3,,1,3,none,1,2,33,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,24,2,3,3345,2,,4,1,none,2,2,39,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,18,1,3,1817,2,,4,2,none,2,3,28,none,own,2,skilled employee / official,1,none,yes
0,no checking account,48,3,1,12749,4,,4,1,none,1,4,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,9,2,1,1366,2,,3,2,none,4,2,22,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,4,2002,2,,3,1,none,4,2,30,none,rent,1,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,24,5,3,6872,2,,2,3,none,1,2,55,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,5,4,697,2,,4,1,none,2,4,46,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,18,1,3,1049,2,,4,2,none,4,2,21,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,48,2,5,10297,2,,4,1,none,4,3,39,stores,for free,3,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,30,2,1,1867,1,,4,1,none,4,4,58,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,3,4,1344,2,,4,1,none,2,1,43,none,own,2,unskilled - resident,2,none,yes
0,< 0 DM,24,2,3,1747,2,,4,1,co-applicant,1,2,24,none,own,1,unskilled - resident,1,none,no
1,0 <= ... < 200 DM,9,2,1,1670,2,,4,2,none,2,4,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,9,1,4,1224,2,,3,1,none,1,1,30,none,own,2,skilled employee / official,1,none,yes
0,no checking account,12,1,1,522,4,,4,1,none,4,2,42,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,< 0 DM,12,2,1,1498,2,,4,2,none,1,4,23,bank,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,30,3,1,1919,3,,4,1,none,3,3,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,9,2,1,745,2,,3,2,none,2,1,28,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,6,2,1,2063,2,,4,4,none,3,4,30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,60,2,2,6288,2,,4,1,none,4,3,42,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,24,1,5,6842,1,,2,1,none,4,2,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,no checking account,12,2,4,3527,1,,2,1,none,3,2,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,no checking account,10,2,4,1546,2,,3,1,none,2,1,31,none,own,1,unskilled - resident,2,none,no
0,no checking account,24,2,3,929,1,,4,1,none,2,4,31,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,4,1,4,1455,2,,2,1,none,1,1,42,none,own,3,unskilled - resident,2,none,yes
0,< 0 DM,15,2,3,1845,2,,4,2,guarantor,1,2,46,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,48,4,4,8358,4,,1,2,none,1,4,30,none,own,2,skilled employee / official,1,none,yes
1,< 0 DM,24,5,3,3349,4,,4,1,none,4,3,30,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,12,2,4,2859,1,,4,1,none,4,3,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,no checking account,18,2,3,1533,2,,4,4,co-applicant,1,2,43,none,own,1,unskilled - resident,2,none,yes
1,no checking account,24,2,1,3621,3,,2,1,none,4,4,31,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,1,6,3590,2,,3,4,none,3,4,40,none,own,3,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name ",yes
1,< 0 DM,36,3,6,2145,2,,2,1,none,1,4,24,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,24,2,5,4113,4,,3,2,none,4,4,28,none,rent,1,skilled employee / official,1,none,yes
1,no checking account,36,2,3,10974,2,,4,2,none,2,4,26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,2,4,1893,2,,4,2,guarantor,4,2,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,24,1,1,1231,5,,4,2,none,4,2,57,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,30,1,1,3656,1,,4,1,none,4,2,49,stores,own,2,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,9,1,1,1154,2,,2,1,none,4,1,37,none,own,3,unskilled - resident,1,none,yes
1,< 0 DM,28,2,4,4006,2,,3,1,none,2,4,45,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,24,2,3,3069,3,,4,1,none,4,3,30,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,6,1,1,1740,2,,2,4,none,2,1,30,none,rent,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,21,3,4,2353,2,,1,3,none,4,2,47,none,own,2,skilled employee / official,1,none,yes
0,no checking account,15,2,4,3556,1,,3,1,none,2,3,29,none,own,1,skilled employee / official,1,none,yes
1,no checking account,24,2,1,2397,4,,3,1,none,2,4,35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,6,2,8,454,2,,3,4,none,1,2,22,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,30,2,1,1715,1,,4,2,none,1,4,26,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,27,1,1,2520,4,,4,1,none,2,2,23,none,own,2,unskilled - resident,1,none,yes
0,no checking account,15,2,1,3568,2,,4,2,none,2,4,54,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,42,2,1,7166,1,,2,4,none,4,2,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,11,1,4,3939,2,,1,1,none,2,1,40,none,own,2,unskilled - resident,2,none,yes
0,0 <= ... < 200 DM,15,2,8,1514,3,,4,1,guarantor,2,1,22,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,2,4,7393,2,,1,1,none,4,2,43,none,own,1,unskilled - resident,2,none,yes
1,< 0 DM,24,5,4,1193,2,,1,2,co-applicant,4,3,29,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
1,< 0 DM,60,2,6,7297,2,,4,1,co-applicant,4,3,36,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,30,1,1,2831,2,,4,2,none,2,4,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,24,2,1,1258,4,,3,2,none,3,4,57,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,6,2,1,753,2,,2,2,guarantor,3,1,64,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,3,6,2427,1,,4,1,none,2,2,42,none,own,2,skilled employee / official,1,none,yes
1,no checking account,24,3,4,2538,2,,4,1,none,4,4,47,none,own,2,unskilled - resident,2,none,yes
1,0 <= ... < 200 DM,15,5,4,1264,3,,2,4,none,2,2,25,none,rent,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,30,1,3,8386,2,,2,1,none,2,2,49,none,own,1,skilled employee / official,1,none,yes
1,no checking account,48,2,6,4844,2,,3,1,none,2,4,33,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,21,2,4,2923,3,,1,2,none,1,4,28,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,36,2,5,8229,2,,2,1,none,2,2,26,none,own,1,skilled employee / official,2,none,yes
0,no checking account,24,1,3,2028,2,,2,1,none,2,2,30,none,own,2,unskilled - resident,1,none,yes
0,< 0 DM,15,1,3,1433,2,,4,2,none,3,2,25,none,rent,2,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,42,4,6,6289,2,,2,3,none,1,2,33,none,own,2,skilled employee / official,1,none,yes
0,no checking account,13,2,1,1409,3,,2,2,none,4,1,64,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,2,5,6579,2,,4,1,none,2,3,29,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24,1,1,1743,2,,4,1,none,2,2,48,none,own,2,unskilled - resident,1,none,yes
0,no checking account,12,1,2,3565,1,,2,1,none,1,2,37,none,own,2,unskilled - resident,2,none,yes
0,no checking account,15,5,1,1569,3,,4,1,none,4,4,34,bank,own,1,unskilled - resident,2,none,yes
0,< 0 DM,18,2,1,1936,1,,2,4,none,4,4,23,none,rent,2,unskilled - resident,1,none,yes
0,< 0 DM,36,2,3,3959,2,,4,1,none,3,2,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,4,2390,1,,4,1,none,3,4,50,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,3,1736,2,,3,2,none,4,1,31,none,own,1,unskilled - resident,1,none,yes
0,< 0 DM,30,2,5,3857,2,,4,3,none,4,2,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,1,804,2,,4,1,none,4,4,38,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,45,2,1,1845,2,,4,1,none,4,3,23,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,45,1,5,4576,3,,3,1,none,4,4,27,none,own,1,skilled employee / official,1,none,yes
